NEWID,UCC,AMOUNT,IMPNUM,PUB_FLAG,AMOUNT_
04472721,900000,17000,1,1,
04472721,900000,17000,2,1,
04472721,900000,17000,3,1,
04472721,900000,17000,4,1,
04472721,900000,17000,5,1,
04472721,980000,17000,1,1,
04472721,980000,17000,2,1,
04472721,980000,17000,3,1,
04472721,980000,17000,4,1,
04472721,980000,17000,5,1,
04472722,900000,17000,1,1,
04472722,900000,17000,2,1,
04472722,900000,17000,3,1,
04472722,900000,17000,4,1,
04472722,900000,17000,5,1,
04472722,980000,17000,1,1,
04472722,980000,17000,2,1,
04472722,980000,17000,3,1,
04472722,980000,17000,4,1,
04472722,980000,17000,5,1,
04472741,900030,22190,1,1,
04472741,900030,22190,2,1,
04472741,900030,22190,3,1,
04472741,900030,22190,4,1,
04472741,900030,22190,5,1,
04472741,900180,67142,1,1,T
04472741,900180,67142,2,1,T
04472741,900180,67142,3,1,T
04472741,900180,67142,4,1,T
04472741,900180,67142,5,1,T
04472741,900190,18000,1,1,
04472741,900190,18000,2,1,
04472741,900190,18000,3,1,
04472741,900190,18000,4,1,
04472741,900190,18000,5,1,
04472741,980000,107332,1,1,T
04472741,980000,107332,2,1,T
04472741,980000,107332,3,1,T
04472741,980000,107332,4,1,T
04472741,980000,107332,5,1,T
04472742,900030,22190,1,1,
04472742,900030,22190,2,1,
04472742,900030,22190,3,1,
04472742,900030,22190,4,1,
04472742,900030,22190,5,1,
04472742,900180,67142,1,1,T
04472742,900180,67142,2,1,T
04472742,900180,67142,3,1,T
04472742,900180,67142,4,1,T
04472742,900180,67142,5,1,T
04472742,900190,18000,1,1,
04472742,900190,18000,2,1,
04472742,900190,18000,3,1,
04472742,900190,18000,4,1,
04472742,900190,18000,5,1,
04472742,980000,107332,1,1,T
04472742,980000,107332,2,1,T
04472742,980000,107332,3,1,T
04472742,980000,107332,4,1,T
04472742,980000,107332,5,1,T
04472771,900030,19032,1,1,
04472771,900030,19032,2,1,
04472771,900030,19032,3,1,
04472771,900030,19032,4,1,
04472771,900030,19032,5,1,
04472771,900170,12000,1,1,
04472771,900170,12000,2,1,
04472771,900170,12000,3,1,
04472771,900170,12000,4,1,
04472771,900170,12000,5,1,
04472771,900180,1206,1,1,
04472771,900180,2,2,1,
04472771,900180,6,3,1,
04472771,900180,18444,4,1,
04472771,900180,27,5,1,
04472771,980000,32238,1,1,
04472771,980000,31034,2,1,
04472771,980000,31038,3,1,
04472771,980000,49476,4,1,
04472771,980000,31059,5,1,
04472772,900030,19032,1,1,
04472772,900030,19032,2,1,
04472772,900030,19032,3,1,
04472772,900030,19032,4,1,
04472772,900030,19032,5,1,
04472772,900170,12000,1,1,
04472772,900170,12000,2,1,
04472772,900170,12000,3,1,
04472772,900170,12000,4,1,
04472772,900170,12000,5,1,
04472772,900180,344,1,1,
04472772,900180,1915,2,1,
04472772,900180,1,3,1,
04472772,900180,10,4,1,
04472772,900180,119,5,1,
04472772,980000,31376,1,1,
04472772,980000,32947,2,1,
04472772,980000,31033,3,1,
04472772,980000,31042,4,1,
04472772,980000,31151,5,1,
04472831,900030,20011,1,1,
04472831,900030,18847,2,1,
04472831,900030,22687,3,1,
